Invoice ID,Branch,City,Customer type,Gender,Product line,Unit price,Quantity,Tax 5%,Total,Date,Time,Payment,cogs,gross margin percentage,gross income,Rating
584-86-7256,C,Port Harcourt,Member,Male,Sports and travel,12441.6,7,4354.56,91445.76,3/11/2019,16:07,Card,87091.2,4.761904762,4354.56,7.3
214-17-6927,C,Port Harcourt,Normal,Female,Food and beverages,5932.8,6,1779.84,37376.64,2/7/2019,18:23,Epay,35596.8,4.761904762,1779.84,9.9
400-89-4171,C,Port Harcourt,Normal,Female,Sports and travel,29149.2,8,11659.68,244853.28,1/28/2019,13:05,Cash,233193.6,4.761904762,11659.68,9.3
894-41-5205,C,Port Harcourt,Normal,Female,Food and beverages,15544.8,8,6217.92,130576.32,1/19/2019,19:39,Card,124358.4,4.761904762,6217.92,8.3
423-80-0988,C,Port Harcourt,Normal,Male,Sports and travel,27504,2,2750.4,57758.4,1/30/2019,19:42,Epay,55008,4.761904762,2750.4,6.5
234-65-2137,C,Port Harcourt,Normal,Male,Home and lifestyle,34408.8,10,17204.4,361292.4,1/16/2019,13:32,Cash,344088,4.761904762,17204.4,4.8
733-33-4967,C,Port Harcourt,Normal,Male,Electronic accessories,7506,8,3002.4,63050.4,3/3/2019,19:17,Cash,60048,4.761904762,3002.4,6.3
139-52-2867,C,Port Harcourt,Normal,Female,Fashion accessories,8103.6,7,2836.26,59561.46,2/13/2019,10:50,Card,56725.2,4.761904762,2836.26,4.8
342-65-4817,C,Port Harcourt,Member,Male,Health and beauty,31248,3,4687.2,98431.2,1/28/2019,16:47,Epay,93744,4.761904762,4687.2,9.9
130-98-8941,C,Port Harcourt,Normal,Male,Fashion accessories,23133.6,7,8096.76,170031.96,2/9/2019,10:00,Cash,161935.2,4.761904762,8096.76,5.7
434-83-9547,C,Port Harcourt,Member,Male,Food and beverages,13849.2,8,5539.68,116333.28,1/23/2019,11:51,Cash,110793.6,4.761904762,5539.68,7.7
824-88-3614,C,Port Harcourt,Normal,Male,Health and beauty,12351.6,8,4940.64,103753.44,1/25/2019,15:00,Epay,98812.8,4.761904762,4940.64,5.7
593-65-1552,C,Port Harcourt,Normal,Female,Home and lifestyle,25131.6,4,5026.32,105552.72,1/28/2019,20:50,Card,100526.4,4.761904762,5026.32,5.9
286-43-6208,C,Port Harcourt,Normal,Female,Food and beverages,31608,9,14223.6,298695.6,3/16/2019,19:08,Cash,284472,4.761904762,14223.6,9.2
556-86-3144,C,Port Harcourt,Member,Female,Fashion accessories,26744.4,1,1337.22,28081.62,1/13/2019,19:30,Cash,26744.4,4.761904762,1337.22,5
848-24-9445,C,Port Harcourt,Member,Male,Health and beauty,15732,2,1573.2,33037.2,3/26/2019,18:03,Cash,31464,4.761904762,1573.2,4.9
699-01-4164,C,Port Harcourt,Normal,Male,Health and beauty,14940,4,2988,62748,3/12/2019,19:58,Card,59760,4.761904762,2988,8.2
420-11-4919,C,Port Harcourt,Member,Female,Food and beverages,25700.4,5,6425.1,134927.1,2/17/2019,19:57,Card,128502,4.761904762,6425.1,5.5
606-80-4905,C,Port Harcourt,Member,Female,Sports and travel,6894,6,2068.2,43432.2,1/29/2019,10:01,Card,41364,4.761904762,2068.2,6.8
426-39-2418,C,Port Harcourt,Normal,Male,Electronic accessories,22107.6,7,7737.66,162490.86,1/14/2019,10:02,Cash,154753.2,4.761904762,7737.66,9.8
672-51-8681,C,Port Harcourt,Member,Female,Electronic accessories,23994,9,10797.3,226743.3,1/4/2019,18:19,Card,215946,4.761904762,10797.3,9.7
263-87-5680,C,Port Harcourt,Member,Female,Home and lifestyle,10270.8,10,5135.4,107843.4,3/18/2019,17:38,Epay,102708,4.761904762,5135.4,7.8
677-11-0152,C,Port Harcourt,Normal,Female,Food and beverages,33573.6,9,15108.12,317270.52,1/16/2019,18:08,Cash,302162.4,4.761904762,15108.12,8.8
389-25-3394,C,Port Harcourt,Normal,Male,Electronic accessories,4251.6,5,1062.9,22320.9,2/17/2019,18:06,Cash,21258,4.761904762,1062.9,9.4
279-62-1445,C,Port Harcourt,Member,Female,Fashion accessories,4514.4,1,225.72,4740.12,2/21/2019,12:38,Cash,4514.4,4.761904762,225.72,8.2
746-68-6593,C,Port Harcourt,Member,Female,Sports and travel,31377.6,2,3137.76,65892.96,1/11/2019,14:29,Card,62755.2,4.761904762,3137.76,9.7
583-72-1480,C,Port Harcourt,Member,Male,Electronic accessories,13341.6,4,2668.32,56034.72,1/31/2019,16:24,Epay,53366.4,4.761904762,2668.32,9.7
211-30-9270,C,Port Harcourt,Normal,Male,Health and beauty,6267.6,5,1566.9,32904.9,1/28/2019,15:16,Card,31338,4.761904762,1566.9,4.9
755-12-3214,C,Port Harcourt,Member,Female,Fashion accessories,15919.2,5,3979.8,83575.8,3/5/2019,17:07,Card,79596,4.761904762,3979.8,8.6
142-72-4741,C,Port Harcourt,Member,Male,Fashion accessories,33552,2,3355.2,70459.2,2/28/2019,18:37,Card,67104,4.761904762,3355.2,6
662-47-5456,C,Port Harcourt,Member,Male,Fashion accessories,12668.4,10,6334.2,133018.2,3/17/2019,19:06,Card,126684,4.761904762,6334.2,8.4
883-17-4236,C,Port Harcourt,Normal,Female,Sports and travel,5180.4,2,518.04,10878.84,3/2/2019,19:44,Card,10360.8,4.761904762,518.04,7.2
380-94-4661,C,Port Harcourt,Member,Male,Electronic accessories,23738.4,4,4747.68,99701.28,2/7/2019,13:05,Card,94953.6,4.761904762,4747.68,6.9
821-07-3596,C,Port Harcourt,Normal,Female,Fashion accessories,5922,4,1184.4,24872.4,3/7/2019,14:53,Epay,23688,4.761904762,1184.4,5.6
808-65-0703,C,Port Harcourt,Normal,Male,Home and lifestyle,12769.2,4,2553.84,53630.64,3/14/2019,17:22,Card,51076.8,4.761904762,2553.84,6.9
687-15-1097,C,Port Harcourt,Member,Female,Health and beauty,7603.2,2,760.32,15966.72,1/3/2019,19:17,Cash,15206.4,4.761904762,760.32,9.7
526-86-8552,C,Port Harcourt,Member,Female,Home and lifestyle,7855.2,10,3927.6,82479.6,1/7/2019,17:36,Cash,78552,4.761904762,3927.6,7.1
376-56-3573,C,Port Harcourt,Normal,Female,Fashion accessories,34351.2,4,6870.24,144275.04,2/2/2019,13:23,Epay,137404.8,4.761904762,6870.24,6.4
537-72-0426,C,Port Harcourt,Member,Male,Fashion accessories,25556.4,10,12778.2,268342.2,3/20/2019,16:28,Cash,255564,4.761904762,12778.2,5.7
523-38-0215,C,Port Harcourt,Normal,Male,Home and lifestyle,13320,1,666,13986,3/6/2019,13:29,Card,13320,4.761904762,666,7.9
593-95-4461,C,Port Harcourt,Member,Male,Home and lifestyle,26949.6,1,1347.48,28297.08,3/24/2019,14:49,Cash,26949.6,4.761904762,1347.48,6.9
226-71-3580,C,Port Harcourt,Normal,Female,Sports and travel,8550,9,3847.5,80797.5,1/31/2019,12:02,Cash,76950,4.761904762,3847.5,9.5
558-80-4082,C,Port Harcourt,Normal,Male,Electronic accessories,10026,7,3509.1,73691.1,3/14/2019,17:20,Epay,70182,4.761904762,3509.1,6
211-05-0490,C,Port Harcourt,Member,Female,Electronic accessories,18691.2,5,4672.8,98128.8,3/3/2019,13:42,Cash,93456,4.761904762,4672.8,7.5
727-75-6477,C,Port Harcourt,Normal,Male,Electronic accessories,10382.4,4,2076.48,43606.08,3/29/2019,14:44,Cash,41529.6,4.761904762,2076.48,6.4
779-06-0012,C,Port Harcourt,Member,Female,Home and lifestyle,31899.6,1,1594.98,33494.58,1/19/2019,10:21,Cash,31899.6,4.761904762,1594.98,7.7
446-47-6729,C,Port Harcourt,Normal,Male,Fashion accessories,35935.2,2,3593.52,75463.92,1/2/2019,18:09,Card,71870.4,4.761904762,3593.52,6.7
735-06-4124,C,Port Harcourt,Normal,Male,Food and beverages,17499.6,1,874.98,18374.58,2/25/2019,15:31,Cash,17499.6,4.761904762,874.98,4.4
181-94-6432,C,Port Harcourt,Member,Male,Fashion accessories,24958.8,2,2495.88,52413.48,2/5/2019,19:05,Epay,49917.6,4.761904762,2495.88,9.7
227-07-4446,C,Port Harcourt,Member,Female,Electronic accessories,28126.8,10,14063.4,295331.4,2/10/2019,20:51,Cash,281268,4.761904762,14063.4,4.4
174-36-3675,C,Port Harcourt,Member,Male,Food and beverages,35773.2,2,3577.32,75123.72,2/14/2019,17:29,Cash,71546.4,4.761904762,3577.32,5.2
428-83-5800,C,Port Harcourt,Member,Female,Food and beverages,7588.8,3,1138.32,23904.72,2/9/2019,10:25,Cash,22766.4,4.761904762,1138.32,7.3
603-07-0961,C,Port Harcourt,Member,Male,Electronic accessories,26924.4,5,6731.1,141353.1,1/10/2019,11:34,Cash,134622,4.761904762,6731.1,4.9
704-20-4138,C,Port Harcourt,Member,Female,Health and beauty,10681.2,7,3738.42,78506.82,3/11/2019,18:58,Card,74768.4,4.761904762,3738.42,8.1
787-15-1757,C,Port Harcourt,Member,Male,Health and beauty,15865.2,4,3173.04,66633.84,2/18/2019,16:28,Epay,63460.8,4.761904762,3173.04,8.4
649-11-3678,C,Port Harcourt,Normal,Female,Food and beverages,8254.8,9,3714.66,78007.86,2/26/2019,20:26,Cash,74293.2,4.761904762,3714.66,5.5
622-20-1945,C,Port Harcourt,Normal,Female,Health and beauty,14191.2,1,709.56,14900.76,1/18/2019,15:08,Cash,14191.2,4.761904762,709.56,8.4
719-76-3868,C,Port Harcourt,Member,Male,Food and beverages,33933.6,4,6786.72,142521.12,3/12/2019,16:30,Cash,135734.4,4.761904762,6786.72,8.6
835-16-0096,C,Port Harcourt,Member,Male,Sports and travel,5292,5,1323,27783,3/24/2019,13:48,Epay,26460,4.761904762,1323,8.5
633-09-3463,C,Port Harcourt,Normal,Female,Electronic accessories,17154,3,2573.1,54035.1,3/28/2019,12:58,Card,51462,4.761904762,2573.1,9.5
416-13-5917,C,Port Harcourt,Normal,Female,Food and beverages,34930.8,5,8732.7,183386.7,1/30/2019,16:24,Epay,174654,4.761904762,8732.7,9.3
725-96-3778,C,Port Harcourt,Member,Female,Home and lifestyle,32130,8,12852,269892,1/20/2019,10:13,Cash,257040,4.761904762,12852,4.7
860-79-0874,C,Port Harcourt,Member,Female,Fashion accessories,35748,10,17874,375354,2/15/2019,14:53,Card,357480,4.761904762,17874,6.6
320-49-6392,C,Port Harcourt,Normal,Female,Electronic accessories,10886.4,1,544.32,11430.72,3/4/2019,15:44,Cash,10886.4,4.761904762,544.32,8.4
632-90-0281,C,Port Harcourt,Normal,Female,Fashion accessories,13518,10,6759,141939,3/8/2019,20:01,Card,135180,4.761904762,6759,9.3
554-42-2417,C,Port Harcourt,Normal,Female,Sports and travel,34358.4,10,17179.2,360763.2,1/9/2019,13:45,Cash,343584,4.761904762,17179.2,5.2
605-72-4132,C,Port Harcourt,Normal,Female,Food and beverages,34009.2,8,13603.68,285677.28,2/27/2019,15:12,Cash,272073.6,4.761904762,13603.68,9.1
471-41-2823,C,Port Harcourt,Normal,Male,Food and beverages,35924.4,2,3592.44,75441.24,3/7/2019,20:37,Epay,71848.8,4.761904762,3592.44,8
272-27-9238,C,Port Harcourt,Normal,Female,Food and beverages,14846.4,4,2969.28,62354.88,2/19/2019,16:23,Cash,59385.6,4.761904762,2969.28,7.1
834-25-9262,C,Port Harcourt,Normal,Female,Fashion accessories,29404.8,4,5880.96,123500.16,1/6/2019,12:12,Cash,117619.2,4.761904762,5880.96,9.1
122-61-9553,C,Port Harcourt,Normal,Female,Electronic accessories,18475.2,9,8313.84,174590.64,3/14/2019,19:33,Cash,166276.8,4.761904762,8313.84,5.6
613-59-9758,C,Port Harcourt,Normal,Female,Sports and travel,5169.6,10,2584.8,54280.8,1/27/2019,14:28,Cash,51696,4.761904762,2584.8,5.4
730-70-9830,C,Port Harcourt,Normal,Female,Home and lifestyle,25239.6,6,7571.88,159009.48,3/14/2019,17:54,Epay,151437.6,4.761904762,7571.88,5.2
382-25-8917,C,Port Harcourt,Normal,Male,Fashion accessories,15148.8,6,4544.64,95437.44,1/29/2019,12:25,Cash,90892.8,4.761904762,4544.64,8.9
743-88-1662,C,Port Harcourt,Normal,Male,Sports and travel,34376.4,7,12031.74,252666.54,2/22/2019,18:17,Epay,240634.8,4.761904762,12031.74,8.7
595-86-2894,C,Port Harcourt,Member,Male,Fashion accessories,34912.8,4,6982.56,146633.76,2/6/2019,17:20,Epay,139651.2,4.761904762,6982.56,9.4
462-78-5240,C,Port Harcourt,Normal,Female,Electronic accessories,9579.6,2,957.96,20117.16,3/19/2019,14:35,Cash,19159.2,4.761904762,957.96,4.2
153-58-4872,C,Port Harcourt,Member,Female,Food and beverages,26960.4,4,5392.08,113233.68,3/1/2019,15:32,Epay,107841.6,4.761904762,5392.08,4.2
689-16-9784,C,Port Harcourt,Normal,Male,Food and beverages,16837.2,6,5051.16,106074.36,3/11/2019,13:37,Cash,101023.2,4.761904762,5051.16,6
394-41-0748,C,Port Harcourt,Member,Female,Fashion accessories,19465.2,9,8759.34,183946.14,1/27/2019,14:55,Epay,175186.8,4.761904762,8759.34,9.5
541-89-9860,C,Port Harcourt,Member,Female,Fashion accessories,28972.8,3,4345.92,91264.32,2/15/2019,12:31,Cash,86918.4,4.761904762,4345.92,8.1
110-05-6330,C,Port Harcourt,Normal,Female,Food and beverages,14194.8,6,4258.44,89427.24,3/25/2019,20:18,Card,85168.8,4.761904762,4258.44,9.4
651-61-0874,C,Port Harcourt,Normal,Male,Home and lifestyle,16639.2,4,3327.84,69884.64,3/12/2019,20:04,Card,66556.8,4.761904762,3327.84,6.2
236-86-3015,C,Port Harcourt,Member,Male,Home and lifestyle,5032.8,1,251.64,5284.44,2/4/2019,13:38,Epay,5032.8,4.761904762,251.64,9.8
587-03-7455,C,Port Harcourt,Member,Female,Fashion accessories,35204.4,7,12321.54,258752.34,2/16/2019,17:30,Epay,246430.8,4.761904762,12321.54,4.9
372-26-1506,C,Port Harcourt,Normal,Female,Fashion accessories,8575.2,5,2143.8,45019.8,1/28/2019,19:24,Epay,42876,4.761904762,2143.8,5.4
750-57-9686,C,Port Harcourt,Normal,Female,Home and lifestyle,16336.8,4,3267.36,68614.56,1/8/2019,13:48,Card,65347.2,4.761904762,3267.36,8.7
186-09-3669,C,Port Harcourt,Member,Female,Health and beauty,29343.6,1,1467.18,30810.78,1/22/2019,10:57,Epay,29343.6,4.761904762,1467.18,9.2
266-76-6436,C,Port Harcourt,Member,Female,Food and beverages,13896,3,2084.4,43772.4,3/28/2019,13:57,Epay,41688,4.761904762,2084.4,7.5
740-22-2500,C,Port Harcourt,Normal,Female,Electronic accessories,30258,3,4538.7,95312.7,1/23/2019,13:29,Cash,90774,4.761904762,4538.7,9.8
271-88-8734,C,Port Harcourt,Member,Female,Fashion accessories,34995.6,10,17497.8,367453.8,2/8/2019,13:00,Card,349956,4.761904762,17497.8,8.7
489-64-4354,C,Port Harcourt,Normal,Male,Fashion accessories,5860.8,1,293.04,6153.84,3/9/2019,15:36,Cash,5860.8,4.761904762,293.04,5
574-57-9721,C,Port Harcourt,Normal,Male,Food and beverages,15577.2,2,1557.72,32712.12,3/8/2019,16:53,Epay,31154.4,4.761904762,1557.72,5.7
751-69-0068,C,Port Harcourt,Normal,Male,Sports and travel,35726.4,9,16076.88,337614.48,3/19/2019,19:09,Epay,321537.6,4.761904762,16076.88,9
257-73-1380,C,Port Harcourt,Member,Male,Sports and travel,29854.8,4,5970.96,125390.16,1/20/2019,16:51,Epay,119419.2,4.761904762,5970.96,9.6
549-96-4200,C,Port Harcourt,Member,Male,Food and beverages,6134.4,4,1226.88,25764.48,3/8/2019,20:15,Epay,24537.6,4.761904762,1226.88,7
810-60-6344,C,Port Harcourt,Normal,Female,Electronic accessories,14709.6,8,5883.84,123560.64,2/7/2019,14:38,Card,117676.8,4.761904762,5883.84,6.5
450-28-2866,C,Port Harcourt,Member,Male,Food and beverages,6278.4,5,1569.6,32961.6,1/15/2019,19:25,Cash,31392,4.761904762,1569.6,8.1
192-98-7397,C,Port Harcourt,Normal,Male,Fashion accessories,4600.8,1,230.04,4830.84,1/8/2019,14:11,Epay,4600.8,4.761904762,230.04,9.5
235-46-8343,C,Port Harcourt,Member,Male,Food and beverages,9957.6,10,4978.8,104554.8,2/14/2019,11:26,Card,99576,4.761904762,4978.8,8.9
453-12-7053,C,Port Harcourt,Normal,Male,Fashion accessories,16466.4,3,2469.96,51869.16,3/10/2019,17:38,Card,49399.2,4.761904762,2469.96,6.5
325-90-8763,C,Port Harcourt,Member,Female,Electronic accessories,16765.2,10,8382.6,176034.6,1/27/2019,13:58,Cash,167652,4.761904762,8382.6,7.6
729-46-7422,C,Port Harcourt,Normal,Male,Food and beverages,12920.4,1,646.02,13566.42,2/23/2019,16:52,Card,12920.4,4.761904762,646.02,7.9
639-76-1242,C,Port Harcourt,Normal,Male,Food and beverages,14587.2,5,3646.8,76582.8,2/3/2019,15:19,Cash,72936,4.761904762,3646.8,4.5
326-71-2155,C,Port Harcourt,Normal,Female,Sports and travel,26622,4,5324.4,111812.4,2/3/2019,10:02,Cash,106488,4.761904762,5324.4,6.1
320-32-8842,C,Port Harcourt,Member,Female,Food and beverages,8143.2,1,407.16,8550.36,3/17/2019,18:58,Cash,8143.2,4.761904762,407.16,6.4
878-30-2331,C,Port Harcourt,Member,Female,Sports and travel,19638,10,9819,206199,3/2/2019,11:22,Card,196380,4.761904762,9819,7.1
440-59-5691,C,Port Harcourt,Member,Female,Health and beauty,13374,7,4680.9,98298.9,2/8/2019,13:12,Card,93618,4.761904762,4680.9,7.7
746-19-0921,C,Port Harcourt,Normal,Male,Food and beverages,7768.8,1,388.44,8157.24,2/9/2019,10:02,Epay,7768.8,4.761904762,388.44,7.2
233-34-0817,C,Port Harcourt,Member,Female,Electronic accessories,35582.4,1,1779.12,37361.52,2/15/2019,11:21,Cash,35582.4,4.761904762,1779.12,8.4
767-05-1286,C,Port Harcourt,Member,Female,Home and lifestyle,30157.2,6,9047.16,189990.36,1/23/2019,12:10,Epay,180943.2,4.761904762,9047.16,5.4
598-47-9715,C,Port Harcourt,Normal,Male,Electronic accessories,30265.2,4,6053.04,127113.84,3/7/2019,16:54,Epay,121060.8,4.761904762,6053.04,4.4
541-08-3113,C,Port Harcourt,Normal,Male,Food and beverages,23749.2,8,9499.68,199493.28,2/2/2019,20:29,Cash,189993.6,4.761904762,9499.68,8.4
246-11-3901,C,Port Harcourt,Normal,Female,Electronic accessories,11808,10,5904,123984,2/15/2019,12:12,Cash,118080,4.761904762,5904,6.2
493-65-6248,C,Port Harcourt,Member,Female,Sports and travel,13312.8,10,6656.4,139784.4,1/1/2019,19:48,Card,133128,4.761904762,6656.4,7
